VAR00002,VAR00003,¼ºº°,ÇÐ·Â,°áÈ¥¿©ºÎ,ÀÚ³à¿©ºÎ,°ÅÁÖÇüÅÂ,Á¾±³,Å°¿î±â°£,¹Ý·Áµ¿¹°³ªÀÌ,»ó½ÇÈÄ°æ°ú±â°£,»ó½ÇÈÄ°æ°ú½Ã°£,¹Ý·Áµ¿¹°Á¾·ù,¹Ý·Áµ¿¹°Ä£¹Ðµµ,»ó½Ç¿¹Ãø°¡´É¼º,»ó½Ç¿øÀÎ,µÎ¹øÂ°»ó½Ç¿øÀÎ¼ýÀÚ,Ltotal,¾È¶ô»çÀÌÀ¯,ÀÓÁ¾½Ãµ¿Çà¿©ºÎ,¹Ý·Áµ¿¹°°ü°è,Á¤½Å°úÁø·á,±×³ÉÁ¤½Å°úÁø·á,Áø·á³»¿ë,ÁöÁöÀÚ¿ø,ÀÌÀü»ó½Ç°æÇè,»ó½Ç¸¶¸®¼ö,ÇÊÅÍ¸µ¼öµµÁú¹®,´Ù¸¥¹Ý·Áµ¿¹°¼ýÀÚ,´Ù¸¥µ¿¹°º¸À¯¿©ºÎ,º¸À¯¸¶¸®¼ö,»õ·Î¿îÀÔ¾ç¿©ºÎ,L1,L2,L3,L4,L5,L6,L7,L8,L9,L10,L11,L12,L13,L14,L15,L16,L17,L18,L19,L20,L21,S1,S2,S3,S4,S5,S6,S7,S8,S9,S10,S11,S12,S13,S14,S15,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,ÇÊÅÍ¸µ1,C20,C21,C22,C23,C24,C25,C26,C27,C28,C29,C30,C31,C32,C33,G12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,Âü°¡ÀÚÁ¦°Å,Stotal,SxL,filter_$,Ctotal,Gtotal,Ä£¹Ðµµ¼ýÀÚ1,¼ºº°¼ýÀÚ,¿¹Ãø°¡´É¼º¼ýÀÚ,ÇÐ·Â¼ýÀÚ,°áÈ¥¿©ºÎ¼ýÀÚ,ÀÚ³à¿©ºÎ¼ýÀÚ,°ÅÁÖÇüÅÂ¼ýÀÚ,Á¾±³¼ýÀÚ,ÁöÁöÀÚ¿ø¼ýÀÚ,ÀÓÁ¾½Ãµ¿Çà¼ýÀÚ,¹Ý·Áµ¿¹°Á¾·ù¼ýÀÚ,»ó½Ç¿øÀÎ¼ýÀÚ,¹Ý·ÁÁ¤½Å°ú¼ýÀÚ,±×³ÉÁ¤½Å°ú¼ýÀÚ,»õÀÔ¾ç¼ýÀÚ,Lmd,Smd,LmdxSmd,¹Ý·Áµ¿¹°°ü°è¼ýÀÚ,ÀÌÀü»ó½Ç¼ýÀÚ,»ó½ÇÀÇÃæ°Ý°úÈ¥¶õ,»ó½ÇÀÇ°íÅë1,º¹ÇÕºÐ¸®°íÅë,º¹ÇÕ¿Ü»ó°íÅë,Ãæ°ÝLmd,°íÅë1md,°íÅë1mdxSmd,Ãæ°ÝLmdxSmd,¿¬·É´ë,Ctotalrr,°áÈ¥2,ÂðºÐ¸®°íÅë,Âð¿Ü»ó°íÅë
2020/01/06 11:23:46 ¿ÀÈÄ GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,È¥ÀÚ °ÅÁÖ,¹«±,1,1,2,4,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",»ç°í,3,51, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,4,4,4,4,5,4,3,4,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,0°³¿ùÈ,1,¾Æ´,3,3,3,4,3,2,2,2,3,2,4,2,1,15,765,1,38,33,5,2,2,1,1,1,1,1,2,1,2,3,1,1,2,-13.5512,-16.9122,229.18060464,3,2,34,14,18,20,1.1707,-13.6439,230.74836558,-19.7991125399999,2,38,1,9,13
2020/01/18 1:08:02 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ¿ø,¹Ì,¾øÀ,È¥ÀÚ °ÅÁÖ,±âµ,2,2,2,3,°í¾,¸Å¿ì Ä£,"2, °©ÀÛ½º·",»ç°í,3,47, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,ºÎ¸ð;Ä£±¸,ÀÖÀ,1¸¶,1,1,¿¹,2¸¶,¿¹,4,3,2,2,3,5,3,4,1,1,1,3,1,1,1,1,1,5,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,2,3,4,4,3,3,4,1,3,1,2,4,1,1,1,2,5,1,3,3,3,2,4,4,1,1,1,1,1,0°³¿ù,12,¿¹,3,3,3,4,4,4,3,3,4,3,3,4,1,15,705,1,71,41,5,2,2,3,1,1,1,2,2,1,2,3,1,1,2,-17.5512,-16.9122,296.82940464,1,1,23,20,31,44,-9.8293,-7.6439,129.27516558,166.23508746,3,75,1,16,34
2020/01/23 12:34:22 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,±â,¾øÀ,È¥ÀÚ °ÅÁÖ,¹«±,2,3,2,5,°³,Á¶±Ý Ä£,"2, °©ÀÛ½º·",»ç°í,3,53, ,¾Æ´,Ä£±¸,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°,ÀÖÀ,2¸¶,1,1,¿¹,1¸¶,¿¹,5,4,3,3,4,5,5,5,1,1,1,1,1,1,1,4,1,1,1,1,4,3,3,2,1,1,2,1,1,3,3,2,1,4,4,3,4,3,5,5,5,5,4,5,3,1,1,1,5,3,1,1,4,1,5,1,1,1,1,3,1,1,1,1,1,1,3,0,6,¿¹,3,2,5,5,3,2,2,2,4,2,5,3,1,34,1802,1,73,38,4,2,2,2,2,1,1,1,2,1,1,3,1,1,2,-11.5512,2.0878,-24.11659536,2,1,30,18,41,36,-2.8293,-9.6439,-20.13453442,-5.90701254000001,3,77,2,19,40
2019/12/26 1:38:23 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,È¥ÀÚ °ÅÁÖ,¹«±,8,8,1,1,°³,Á¶±Ý Ä£,"2, °©ÀÛ½º·",¹°·Á¼,3,60, ,¾Æ´,Ä£±¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",ÀÖÀ,3¸¶,1,1,¿¹,8¸¶,¾Æ´,5,4,4,3,5,5,4,5,3,2,2,1,1,1,2,2,2,3,2,2,2,2,3,2,2,1,2,3,2,2,3,3,2,3,1,1,2,2,2,3,4,4,2,2,2,2,2,2,2,2,3,3,2,2,4,1,3,2,2,2,2,2,2,2,2,2,2,0°³¿ù,3,¾Æ´,3,2,2,2,3,2,2,2,3,4,4,4,1,32,1920,1,67,33,4,2,2,2,1,1,1,1,2,1,1,3,1,1,1,-4.55119999999999,.0878000000000014,-.399595360000006,2,1,33,22,39,31,.170699999999997,-5.6439,-.495534420000008,.0149874599999999,2,70,1,14,27
2019/12/26 8:59:44 ¿ÀÈÄ GMT+,¿,¿©,°íµîÇÐ±,ÀÌ,¾øÀ,È¥ÀÚ °ÅÁÖ,ºÒ±,8,10,1,1,°³,Á¶±Ý Ä£,"2, °©ÀÛ½º·",»ç°í,3,60, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,ºÎ¸ð;Ä£±¸;´Ù¸¥ ¹Ý·Áµ,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,3,2,3,2,3,3,3,2,3,2,3,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,2,2,2,2,2,2,2,2,2,2,0°³¿ù,3,¾Æ´,4,3,4,4,4,3,4,3,4,4,4,4,1,40,2400,1,63,45,4,2,2,1,4,1,1,2,2,1,1,3,1,1,2,-4.55119999999999,8.0878,-36.80919536,3,2,32,24,36,29,-.829300000000003,-3.6439,-29.47113442,-6.70721254000003,3,65,1,12,25
2020/01/06 10:22:55 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,È¥ÀÚ °ÅÁÖ,¹«±,8,9,2,8,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",³ëÈ­,4,59, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,¾øÀ½,ÀÖÀ,2¸¶,1,1,¿¹,1¸¶,¿¹,5,5,5,4,5,5,5,4,3,1,1,1,1,2,2,1,1,3,2,1,2,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,4,2,1,2,5,4,2,1,2,1,1,2,2,3,2,2,2,1,4,1,3,2,2,3,4,2,1,1,1,1,1,¾Ë°ÔµÈ,1,¾Æ´,4,2,3,3,4,4,4,4,4,2,4,4,1,18,1062,1,61,42,5,2,2,2,1,1,1,1,1,1,1,4,1,1,2,-5.55119999999999,-13.9122,77.2294046399999,1,1,37,18,26,38,4.1707,-9.6439,134.16786558,-58.0236125399999,2,64,1,14,25
2020/02/05 11:24:55 ¿ÀÈÄ GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,È¥ÀÚ °ÅÁÖ,ÃµÁ,13,12,2,4,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",¾È¶ô»,5,70, ,¿¹,ºÎ¸ð-ÀÚ³,¿¹,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,2¸¶,¾Æ´,5,4,2,2,2,5,5,4,4,5,2,4,2,2,4,2,4,5,2,3,2,2,3,2,3,3,3,3,3,3,4,4,2,3,2,4,2,2,4,2,4,2,2,2,1,1,2,1,1,4,1,1,4,3,4,1,4,2,4,2,4,4,4,1,1,2,4,Áï½Ã,58,¾Æ´,4,4,2,2,4,4,4,4,2,2,2,2,1,44,3080,1,72,36,5,2,2,1,1,1,1,2,2,2,1,5,2,1,1,5.44880000000001,12.0878,65.8640046400001,1,2,29,37,38,37,-3.8293,9.3561,113.09466558,-46.28781254,3,75,1,16,30
2020/01/10 9:17:32 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,11,10,1,1,°í¾,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¾Ï,1,49, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,Ä£±¸;´Ù¸¥ ¹Ý·Áµ¿¹°;½,ÀÖÀ,3¸¶,1,1,¿¹,4¸¶,¿¹,4,3,3,3,4,4,3,4,5,2,2,1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,1,1,3,1,1,1,2,1,1,1,2,1,2,2,2,1,3,1,3,1,2,4,2,2,2,2,2,2,2,0°³¿ùÈ,2,¾Æ´,3,2,3,3,3,3,3,3,3,3,4,4,1,18,882,1,52,37,5,2,1,2,2,1,2,1,2,2,2,1,1,1,2,-15.5512,-13.9122,216.35140464,1,1,29,16,28,26,-3.8293,-11.6439,161.99226558,53.27398746,3,54,2,9,21
2020/01/06 12:22:09 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,11,15,2,3,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,54, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,ºÎ¸ð;Ä£±¸;´Ù¸¥ ¹Ý·Áµ,¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,2,2,2,2,5,5,5,4,3,2,2,2,2,2,1,2,2,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,3,3,2,3,2,2,2,2,4,3,2,2,2,2,3,1,3,3,2,4,3,2,2,2,2,2,2,0°³¿ù,12,¾Æ´,3,3,3,4,4,3,2,4,3,2,4,2,1,15,810,1,71,37,5,2,1,2,1,1,2,1,2,1,1,1,1,1,1,-10.5512,-16.9122,178.44400464,3,2,26,24,41,32,-6.8293,-3.6439,61.62636558,115.49848746,3,73,1,13,32
2020/01/14 1:26:16 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,ºÒ±,11,13,2,3,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,54, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,ºÎ¸ð;¿Â¶óÀÎ Ä¿¹Â´ÏÆ¼,¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,3,3,4,5,5,5,4,4,1,1,1,1,1,2,1,1,2,1,2,2,2,3,1,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,5,5,3,2,2,1,1,1,2,2,2,2,2,2,3,1,4,2,3,2,2,3,1,1,1,1,1,0,41,¾Æ´,4,2,3,4,3,3,3,3,4,4,4,4,1,31,1674,1,62,41,5,2,1,2,2,1,2,2,2,1,1,1,1,1,1,-10.5512,-.912199999999999,9.62480463999998,3,2,34,16,28,36,1.1707,-11.6439,10.62156558,-1.06791254,3,64,2,17,24
2020/01/18 9:24:30 ¿ÀÀü GMT+,¿,¿©,°íµîÇÐ±,±â,ÀÖÀ,°¡Á·°ú ÇÔ,¹«±,16,17,2,2,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",»ç°í¿,1,46, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°;³²Æí,¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,2,3,2,4,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,2,3,1,1,4,3,1,3,1,1,2,3,2,1,5,2,1,1,3,1,1,1,4,1,1,1,1,1,3,1,4,1,1,1,1,1,1,1,1,1,1,0°³¿ù,13,¾Æ´,4,4,3,3,4,3,4,3,5,2,5,4,1,29,1334,1,47,44,5,2,1,1,2,2,2,1,2,2,1,3,1,1,1,-18.5512,-2.9122,54.02480464,3,2,29,12,24,25,-3.8293,-15.6439,45.55816558,11.15168746,3,49,2,13,19
2020/01/22 11:11:13 ¿ÀÈÄ GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,2,3,2,5,°³,Á¶±Ý Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,54, ,¿¹,Ä£±¸,¾Æ´,¾Æ´, ,ºÎ¸ð;Ä£±¸,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,4,4,3,2,3,4,5,3,2,1,1,1,1,3,5,2,2,2,1,1,4,3,4,2,3,3,3,4,4,3,4,4,2,4,4,3,2,2,2,2,3,3,3,2,2,3,4,1,3,3,2,4,4,1,4,1,5,1,4,4,2,4,2,2,4,5,5,0°³¿ù,24,¿¹,4,4,5,3,4,4,4,4,2,2,2,2,1,50,2700,1,85,40,4,2,1,1,1,1,2,1,2,2,1,1,1,1,2,-10.5512,18.0878,-190.84799536,2,2,27,24,49,39,-5.8293,-3.6439,-65.91013442,-105.43921254,2,88,1,14,34
2020/01/22 11:12:04 ¿ÀÈÄ GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,2,3,2,5,°³,Á¶±Ý Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,54, ,¿¹,Ä£±¸,¾Æ´,¾Æ´, ,ºÎ¸ð;Ä£±¸,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,4,4,3,2,3,4,5,3,2,1,1,1,1,3,5,2,2,2,1,1,4,3,4,2,3,3,3,4,4,3,4,4,2,4,4,3,2,2,2,2,3,3,3,2,2,3,4,1,3,3,2,4,4,1,4,1,5,1,4,4,2,4,2,2,4,5,5,0°³¿ù,24,¿¹,4,4,5,3,4,4,4,4,2,2,2,2,2,50,2700,0,85,40,4,2,1,1,1,1,2,1,2,2,1,1,1,1,2,-10.5512,18.0878,-190.84799536,2,2,27,24,49,39,-5.8293,-3.6439,-65.91013442,-105.43921254,2,88,1,14,34
2020/01/22 11:13:40 ¿ÀÈÄ GMT,¿,¿©,°íµîÇÐ±,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,10,9,2,2,°³,Á¶±Ý Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,49, ,¿¹,ÇüÁ¦/ÀÚ¸,¾Æ´,¾Æ´, ,"ºÎ¸ð;ÇüÁ¦, ÀÚ¸Å,³²¸Å",¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,4,1,3,2,5,5,4,3,4,1,1,1,1,1,2,2,1,4,1,2,1,2,2,1,1,1,1,2,1,3,2,1,1,1,1,3,2,2,4,3,4,2,1,3,4,2,4,1,2,2,1,1,3,1,1,1,2,2,4,5,2,3,4,2,2,2,3,0°³¿ù,3,¾Æ´,3,2,2,4,3,4,4,4,3,4,3,2,1,23,1127,1,74,38,4,2,1,1,1,1,2,1,2,2,1,1,1,1,1,-15.5512,-8.9122,138.59540464,3,2,28,18,42,32,-4.8293,-9.6439,85.94836558,43.03968746,2,74,1,16,34
2020/01/24 1:57:57 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ¿ø,±â,ÀÖÀ,°¡Á·°ú ÇÔ,ºÒ±,13,13,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",Á¾¾ç,1,40, ,¿¹,Ä£±¸,¿¹,¾Æ´, ,ºÎ¸ð;Ä£±¸;´Ù¸¥ ¹Ý·Áµ,¾øÀ, ,1,1,¿¹,2¸¶,¾Æ´,5,1,1,2,3,5,3,3,2,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,3,2,2,1,4,4,2,1,1,1,1,1,3,1,1,1,1,1,3,1,2,1,1,1,2,4,1,1,1,1,1,0°³¿ù,3,¾Æ´,4,4,3,4,4,3,3,3,4,2,4,5,1,16,640,1,48,43,5,2,2,3,2,2,2,2,2,2,1,2,2,1,1,-24.5512,-15.9122,390.66360464,2,2,22,15,22,28,-10.8293,-12.6439,201.19226558,172.31798746,3,50,2,13,17
2019/12/31 2:51:01 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,¹«±,16,16,2,5,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,84, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¿¹,¾Æ´, ,´Ù¸¥ ¹Ý·Áµ¿¹°;¿Â¶óÀÎ,ÀÖÀ,1¸¶,1,1,¿¹,1¸¶,¿¹,5,5,5,5,3,5,5,5,5,3,3,3,5,5,5,2,2,3,2,4,4,3,4,2,2,3,4,4,2,3,4,2,1,4,3,4,4,4,2,3,5,5,2,2,2,3,2,3,2,5,5,5,2,2,5,1,4,5,5,5,5,3,5,3,3,4,3,0°³¿ù,12,¿¹,3,3,3,2,2,4,4,2,3,2,4,3,1,45,3780,1,104,35,5,2,1,2,1,1,2,1,2,1,1,1,2,1,2,19.4488,13.0878,254.54200464,3,1,38,41,58,50,5.1707,13.3561,174.80196558,67.67308746,3,108,1,21,40
2020/01/17 11:41:53 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,¹«±,13,13,2,2,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,87, ,¾Æ´,Ä£±¸,¾Æ´,¾Æ´, ,¾øÀ½,¾øÀ, ,1,1,¿¹,1¸¶,¾Æ´,5,5,5,5,5,5,5,5,5,2,2,5,2,5,3,5,1,5,5,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,3,5,5,5,5,5,5,3,1,5,5,3,3,5,5,5,1,5,1,5,5,5,5,5,5,3,5,3,0°³¿ùÈ,12,¾Æ´,2,1,1,5,1,4,4,4,1,1,1,5,1,15,1305,1,126,30,5,2,1,2,2,2,2,1,1,1,1,1,1,1,1,22.4488,-16.9122,-379.65859536,2,2,40,42,70,60,7.1707,14.3561,-242.79323442,-121.27231254,3,130,2,25,52
2020/01/17 11:53:55 ¿ÀÈÄ GMT,¿,¿©,´ëÇÐ¿ø,±â,¾øÀ,°¡Á·°ú ÇÔ,ÃµÁ,12,13,2,4,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,65, ,¾Æ´,ÇüÁ¦/ÀÚ¸,¾Æ´,¿¹, ,Ä£±¸;´Ù¸¥ ¹Ý·Áµ¿¹°,¾øÀ, ,1,1,¿¹,3¸¶,¿¹,5,5,4,4,5,5,5,4,4,1,2,2,1,1,1,3,1,3,1,4,4,3,2,1,2,1,2,2,1,3,1,1,1,1,1,3,2,3,1,2,3,4,1,1,1,1,1,1,2,3,1,1,1,1,1,1,4,3,5,4,1,1,1,1,2,1,1,0°³¿ù,12,¾Æ´,3,1,2,4,3,3,3,3,4,2,4,5,1,25,1625,1,55,37,5,2,1,3,2,1,2,2,2,1,1,1,1,2,2,.448800000000006,-6.9122,-3.10219536000004,3,2,37,24,25,30,4.1707,-3.6439,25.18736558,-28.82871254,3,55,2,16,21
2020/01/22 2:26:07 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,ºÒ±,2,3,2,2,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",¸¸¼º,1,81, ,¿¹,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,¿Â¶óÀÎ Ä¿¹Â´ÏÆ¼,ÀÖÀ,1¸¶,1,1,¿¹,¿ø·,¾Æ´,5,5,4,5,5,5,5,5,5,4,2,2,2,2,2,4,4,4,2,4,5,1,2,2,2,2,1,2,2,2,2,3,1,3,2,2,4,3,4,4,5,5,5,4,4,2,5,2,1,4,3,4,4,3,5,1,5,4,5,5,3,5,2,2,2,4,4,0,24,¾Æ´,2,2,2,5,2,2,2,2,2,1,2,4,1,29,2349,1,108,28,5,2,2,2,2,1,2,2,2,2,1,1,1,1,1,16.4488,-2.9122,-47.90219536,1,1,39,37,57,55,6.1707,9.3561,-27.24683442,-17.97031254,3,112,2,22,47
2020/01/23 12:29:38 ¿ÀÀü GMT,¿,¿©,´ëÇÐ±³,¹Ì,¾øÀ,°¡Á·°ú ÇÔ,ºÒ±,13,13,1,1,°í¾,Á¶±Ý Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,65, ,¿¹,Ä£±¸,¾Æ´,¿¹, ,ºÎ¸ð;Ä£±¸,¾øÀ, ,1,1,¿¹,2¸¶,¿¹,5,3,4,5,4,5,5,4,5,1,1,2,1,2,2,3,1,4,1,3,4,2,2,1,1,1,1,2,1,4,2,3,1,3,2,1,5,5,4,4,5,3,3,1,2,1,1,1,4,2,1,1,3,1,3,1,4,3,5,3,2,1,1,1,1,1,4,0°³¿ùÈ,3,¾Æ´,5,5,4,4,5,2,3,3,4,5,5,5,1,27,1755,1,74,50,4,2,1,2,1,1,2,2,2,2,2,1,1,2,2,.448800000000006,-4.9122,-2.20459536000003,2,2,36,25,38,38,3.1707,-2.6439,12.98736558,-15.57511254,3,76,1,22,30
2020/02/01 4:50:57 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,¹«±,6,6,1,1,°³,¸Å¿ì Ä£,"2, °©ÀÛ½º·",¸¸¼º,1,89, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,³²Æí,¾øÀ, ,1,1,¿¹,1¸¶,¿¹,5,5,5,5,5,5,5,5,5,5,5,5,2,5,1,5,2,4,2,3,5,3,2,1,3,4,3,3,1,4,3,3,2,3,3,3,5,3,3,2,5,4,5,2,3,2,3,1,1,5,3,1,3,2,4,1,5,5,4,5,4,5,2,2,2,2,2,0°³¿ù,6,¿¹,4,3,3,3,2,2,2,2,3,2,3,3,1,41,3649,1,92,32,5,2,2,2,2,1,2,1,2,1,1,1,1,1,2,24.4488,9.0878,222.18580464,1,2,40,44,41,54,7.1707,16.3561,148.64096558,65.16588746,2,95,2,19,40
2020/01/14 6:20:56 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ±³,±â,ÀÖÀ,°¡Á·°ú ÇÔ,±âµ,2,2,2,3,°í¾,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,53, ,¿¹,Ä£±¸,¾Æ´,¾Æ´, ,¾øÀ½,¾øÀ, ,1,1,¿¹,2¸¶,¿¹,4,3,2,2,3,4,4,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,3,1,2,2,4,4,2,2,2,2,2,2,2,0°³¿ù,6,¾Æ´,4,4,3,4,4,4,4,4,3,3,3,3,1,32,1696,1,67,43,5,2,1,2,2,2,2,2,1,2,2,1,1,1,2,-11.5512,.0878000000000014,-1.01419536000002,2,2,25,24,36,33,-7.8293,-3.6439,-.319934420000005,-.687412540000012,5,69,2,14,29
2020/01/18 4:08:36 ¿ÀÈÄ GMT+,¿,¿©,´ëÇÐ¿ø,±â,ÀÖÀ,°¡Á·°ú ÇÔ,ºÒ±,13,13,1,1,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",¸¸¼º,1,49, ,¾Æ´,ºÎ¸ð-ÀÚ³,¾Æ´,¾Æ´, ,ºÎ¸ð;Ä£±¸;¿Â¶óÀÎ Ä¿¹,ÀÖÀ,4¸¶,1,1,¿¹,1¸¶,¿¹,4,3,3,3,3,4,4,3,4,1,1,1,1,1,2,3,1,1,2,1,3,2,2,1,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,4,4,1,1,2,1,1,1,2,1,3,2,1,1,2,1,4,1,2,1,1,3,1,1,2,3,2,0°³¿ùÈ,6,¾Æ´,4,4,4,4,4,4,4,4,4,5,4,5,1,24,1176,1,54,50,5,2,1,3,2,2,2,2,2,1,1,1,1,1,2,-15.5512,-7.9122,123.04420464,1,1,28,18,28,27,-4.8293,-9.6439,76.30446558,38.21038746,4,55,2,14,15
2020/01/19 1:20:08 ¿ÀÀü GMT+,¿,¿©,´ëÇÐ±³,±â,¾øÀ,°¡Á·°ú ÇÔ,Æ¯Á,13,13,2,4,°³,¸Å¿ì Ä£,"4, ¿¹»ó°¡´",°£¾Ï,1,24, ,¿¹,»ýÀü¿£ º,¾Æ´,¾Æ´, ,¾øÀ½,ÀÖÀ,5¸¶,1,1,¿¹,2¸¶,¾Æ´,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,2,2,3,2,1,3,2,1,3,1,2,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,1,1,3°³¿ù,12,¿¹,5,5,5,4,5,4,5,4,5,4,5,3,1,32,768,1,39,54,5,2,1,2,2,1,2,2,1,2,1,2,1,1,1,-40.5512,.0878000000000014,-3.56039536000006,4,1,10,12,18,21,-22.8293,-15.6439,-1.37353442000002,-2.00441254000003,4,39,2,8,14
